,amc_id,fund_house,ter_name,universe_scheme_name,score,approved
630,63,groww,Groww Value Fund (Formerly known as Indiabulls Value Fund),Groww Value Fund (formerly known as Indiabulls Value Fund) - Direct Plan - Growth Option,100.0,APPROVE
631,63,groww,Groww Large Cap Fund (formerly known as Indiabulls Blue Chip Fund),Groww Largecap Fund (formerly known as Indiabulls Blue Chip Fund) - Direct Plan - Growth Option,82.05128205128204,REVIEW
632,63,groww,Groww Large Cap Fund,Groww Largecap Fund (formerly known as Indiabulls Blue Chip Fund) - Direct Plan - Growth Option,82.05128205128204,REVIEW
633,63,groww,Groww Large Cap Fund (Formerly Known as Indiabulls Blue Chip Fund),Groww Largecap Fund (formerly known as Indiabulls Blue Chip Fund) - Direct Plan - Growth Option,82.05128205128204,REVIEW
634,67,shriram,Shriram Flexi Cap Fund,Shriram Flexi Cap Fund - Direct Growth,100.0,APPROVE
635,67,shriram,Shriram ELSS Tax Saver Fund,Shriram ELSS Tax Saver Fund - Direct Growth,100.0,APPROVE
636,67,shriram,Shriram Multi Sector Rotation Fund,Shriram Multi Sector Rotation Fund - Direct Plan Growth Option,88.31168831168831,REVIEW
637,69,mahindra manulife,Mahindra Manulife Small Cap Fund,Mahindra Manulife Small Cap Fund - Direct Plan - Growth,100.0,APPROVE
638,69,mahindra manulife,Mahindra Manulife Business Cycle Fund,Mahindra Manulife Business Cycle Fund - Direct Plan - Growth,100.0,APPROVE
639,69,mahindra manulife,Mahindra Manulife Manufacturing Fund,Mahindra Manulife Manufacturing Fund - Direct Plan - Growth,100.0,APPROVE
640,69,mahindra manulife,Mahindra Manulife Innovation Opportunities Fund,Mahindra Manulife Innovation Opportunities Fund - Direct - Growth,100.0,APPROVE
641,69,mahindra manulife,Mahindra Manulife Value Fund,Mahindra Manulife Value Fund - Direct Plan - Growth,100.0,APPROVE
642,69,mahindra manulife,MahindraManulife Banking & Financial Services Fund,Mahindra Manulife Banking & Financial Services Fund - Direct - Growth,99.00990099009901,APPROVE
643,69,mahindra manulife,Mahindra Manulife Multi Cap Fund,Mahindra Manulife Small Cap Fund - Direct Plan - Growth,90.625,APPROVE
644,69,mahindra manulife,Mahindra Manulife Mid Cap Fund,Mahindra Manulife Small Cap Fund - Direct Plan - Growth,90.32258064516128,APPROVE
645,69,mahindra manulife,Mahindra Manulife Flexi Cap Fund,Mahindra Manulife Small Cap Fund - Direct Plan - Growth,81.25,REVIEW
646,69,mahindra manulife,Mahindra Manulife Large Cap Fund,Mahindra Manulife Small Cap Fund - Direct Plan - Growth,81.25,REVIEW
647,69,mahindra manulife,Mahindra Manulife ELSS Fund,Mahindra Manulife Business Cycle Fund - Direct Plan - Growth,81.25,REVIEW
648,69,mahindra manulife,Mahindra Manulife Large & Mid Cap Fund,Mahindra Manulife Small Cap Fund - Direct Plan - Growth,80.0,REVIEW
649,69,mahindra manulife,Mahindra Manulife Focused Fund,Mahindra Manulife Business Cycle Fund - Direct Plan - Growth,77.61194029850746,REVIEW
650,69,mahindra manulife,Mahindra Manulife ELSS Tax Saver Fund,Mahindra Manulife ELSS Tax Saver Fund - Direct Plan -Growth,77.08333333333334,REVIEW
651,69,mahindra manulife,Mahindra Manulife Flexi Cap Yojana,Mahindra Manulife Small Cap Fund - Direct Plan - Growth,75.75757575757575,REVIEW
652,69,mahindra manulife,Mahindra Manulife Consumption Fund,Mahindra Manulife Small Cap Fund - Direct Plan - Growth,75.75757575757575,REVIEW
653,70,iti,ITI Multi Cap Fund,ITI Multi Cap Fund - Direct Plan - Growth Option,100.0,APPROVE
654,70,iti,ITI Large Cap Fund,ITI Large Cap Fund - Direct Plan - Growth Option,100.0,APPROVE
655,70,iti,ITI Small Cap Fund,ITI Small Cap Fund - Direct Plan - Growth Option,100.0,APPROVE
656,70,iti,ITI Banking and Financial Services Fund,ITI Banking and Financial Services Fund - Direct Plan - Growth Option,100.0,APPROVE
657,70,iti,ITI Mid Cap Fund,ITI Mid Cap Fund - Direct Plan - Growth Option,100.0,APPROVE
658,70,iti,ITI Pharma and Healthcare Fund,ITI Pharma and Healthcare Fund - Direct Plan - Growth Option,100.0,APPROVE
659,70,iti,ITI Value Fund,ITI Value Fund - Direct Plan - Growth Option,100.0,APPROVE
660,70,iti,ITI ELSS Tax Saver Fund,ITI ELSS Tax Saver Fund - Direct Plan - Growth Option,100.0,APPROVE
661,70,iti,ITI Bharat Consumption Fund,ITI Bharat Consumption Fund - Direct Plan - Growth,100.0,APPROVE
662,70,iti,ITI Focused Fund,ITI Focused Fund - Direct Plan - Growth,100.0,APPROVE
663,70,iti,ITI Large & Mid Cap Fund,ITI Large Cap Fund - Direct Plan - Growth Option,85.71428571428572,REVIEW
664,70,iti,ITI Focused Equity Fund,ITI Focused Fund - Direct Plan - Growth,82.05128205128204,REVIEW
665,70,iti,ITI Flexi Cap Fund,ITI Mid Cap Fund - Direct Plan - Growth Option,70.58823529411764,REVIEW
666,71,whiteoak capital,WhiteOak Capital Large Cap Fund,WhiteOak Capital Large Cap Fund Direct Plan Growth,100.0,APPROVE
667,71,whiteoak capital,WhiteOak Capital Mid Cap Fund,WhiteOak Capital Mid Cap Fund Direct Plan Growth,100.0,APPROVE
668,71,whiteoak capital,WhiteOak Capital ELSS Tax Saver Fund,WhiteOak Capital ELSS Tax Saver Fund Direct Plan Growth,100.0,APPROVE
